id,features
363,"[-0.4182301461696625, -0.02076641283929348, -0.4873139560222626, 0.20654359459877014, -0.6084116101264954, 0.3621468245983124, 0.3981618881225586, -0.02893584407866001, -0.09189832955598831, -0.31381967663764954, 0.01898256689310074, -0.15005767345428467, -0.3186049163341522, -0.42355877161026, 0.06571543216705322, 0.8602055311203003, 0.24813856184482574, 0.18933627009391785, 0.21449749171733856, -0.37444719672203064, 0.25680768489837646, 0.01976761408150196, -0.5872622132301331, 0.6330127716064453, -0.47555458545684814, 0.22278930246829987, -0.019599996507167816, 0.7442120313644409, -0.18512925505638123, -0.27045315504074097]"
373,"[-0.975351870059967, 0.32197830080986023, -0.2147587090730667, 0.42431044578552246, -0.18717245757579803, -0.28118136525154114, 0.7294959425926208, 0.14500202238559723, -0.07474634796380997, -0.6589590311050415, -0.5228883028030396, -0.445252388715744, -0.5138548612594604, -0.418088436126709, -0.2813332974910736, 0.962195098400116, -0.24499692022800446, -0.13228483498096466, -0.17662537097930908, -0.562593400478363, 0.12297913432121277, 0.08656155318021774, 0.20995312929153442, -0.06754297018051147, -0.2770448327064514, 0.37803876399993896, -0.21190017461776733, 0.4425177276134491, 0.014773551374673843, -0.2779843211174011]"
383,"[-0.7486412525177002, 0.07988697290420532, -0.17368453741073608, 0.6437051892280579, -0.710218071937561, 0.1637582629919052, 0.5941903591156006, -0.21133479475975037, -0.16298219561576843, 0.07179036736488342, -0.30219125747680664, -0.2767532169818878, -0.6581106781959534, -0.6061002612113953, -0.3484579920768738, 1.0017348527908325, 0.17586107552051544, 0.2586161196231842, 0.36440959572792053, 0.07230526208877563, 0.6212772130966187, 0.049386147409677505, 0.4042578935623169, 0.23440217971801758, 0.038532108068466187, 0.3489059507846832, 0.15214140713214874, 0.22538869082927704, -0.14297477900981903, -0.11508367955684662]"
393,"[-1.3572179079055786, -0.004663749132305384, -0.3661801218986511, -0.16541489958763123, -0.8231579065322876, 0.11451617628335953, 1.1737889051437378, -0.27629220485687256, 0.3535142242908478, -0.7737879753112793, 0.850376546382904, -0.7462742328643799, -0.16181354224681854, 0.19881467521190643, -0.04426758736371994, 0.6357408165931702, -0.49942609667778015, 0.12153719365596771, 0.6207302212715149, -0.5416818261146545, 0.7112030386924744, -0.9409943222999573, 0.10195653140544891, -0.8216784000396729, -0.1767306923866272, 0.035851966589689255, 0.07443919777870178, -0.31264567375183105, 0.1788901388645172, -0.1531493216753006]"
403,"[-0.9545415043830872, 0.11961346864700317, -0.411070853471756, 0.5693526864051819, -0.6100751757621765, 0.12364878505468369, 0.43974292278289795, -0.20816341042518616, -0.17331092059612274, -0.3068235218524933, 0.02341938577592373, -0.3273701071739197, -0.5390084981918335, -0.45609191060066223, -0.45067644119262695, 0.8349542021751404, -0.0240588691085577, 0.00839596800506115, 0.09554434567689896, 0.10162468999624252, 0.255239337682724, -0.1681741178035736, 0.1326470524072647, 0.34699320793151855, 0.04850468784570694, 0.2732025384902954, -0.10394968092441559, 0.3744465410709381, -0.11577890068292618, -0.31130391359329224]"
413,"[-1.0911476612091064, 0.7276391983032227, -0.16384927928447723, 0.2765962481498718, -1.0322097539901733, 0.36464524269104004, 0.3999972939491272, -0.6628800630569458, 0.05590270832180977, -0.026030847802758217, -0.18086348474025726, -0.1400955319404602, -1.1644307374954224, 0.09945183247327805, -0.2808798849582672, 0.700772762298584, -0.4185306131839752, 0.12198876589536667, -0.022832605987787247, -0.3040235638618469, -0.2283768206834793, -0.8362948298454285, 0.23239444196224213, 0.39877593517303467, -0.3150726854801178, -0.5366443395614624, 0.2590031027793884, 0.3939266800880432, -0.0832514688372612, -0.6638441681861877]"
423,"[-0.8202542662620544, 0.06529160588979721, -0.1740913689136505, 0.43600600957870483, -0.36219480633735657, 0.6654550433158875, 0.7422694563865662, -0.17138534784317017, 0.007326738443225622, -0.10856904089450836, 0.15249104797840118, -0.14849036931991577, 0.03847822546958923, 0.0020539916586130857, 0.06956745684146881, 0.8001552224159241, -0.017885837703943253, 0.10443221777677536, 0.06620465219020844, -0.30703696608543396, 0.673537015914917, -0.1755041927099228, 0.8586412668228149, 0.639186441898346, -0.0891418382525444, -0.45102378726005554, 0.325319766998291, 0.9251412749290466, -0.4946814775466919, -0.29101118445396423]"
433,"[-0.851830780506134, 0.3430344760417938, -0.42548051476478577, 0.26276275515556335, -0.36715009808540344, 0.20170266926288605, 0.434401273727417, 0.11080741882324219, -0.173559308052063, -0.1331685185432434, 0.06788383424282074, -0.3912914991378784, -0.4186290204524994, -0.13253562152385712, -0.05786728113889694, 0.5040725469589233, 0.09903881698846817, 0.12749987840652466, 0.3106784522533417, 0.011840813793241978, 0.43419432640075684, 0.007817119359970093, -0.17563676834106445, 0.01552002876996994, -0.10507766157388687, 0.29987117648124695, 0.15017467737197876, 0.8647128343582153, 0.08854127675294876, -0.583635151386261]"
443,"[-0.6393429040908813, 0.32274705171585083, -0.5348796248435974, 0.39502328634262085, -0.5347489714622498, 0.017930246889591217, 0.8170159459114075, -0.10164798051118851, -0.32186946272850037, -0.26963701844215393, -0.2076609581708908, -0.1471899300813675, -0.4609624743461609, 0.0700114443898201, -0.3287270963191986, 0.6368086934089661, 0.3570769131183624, 0.02270873449742794, 0.14425095915794373, -0.384762167930603, 0.37121039628982544, 0.02275301329791546, 0.13211309909820557, 0.1311500072479248, -0.09591133892536163, 0.035210803151130676, 0.025903629139065742, 0.6827110052108765, 0.14481517672538757, -0.1398632973432541]"
453,"[-0.8334532380104065, -0.01618560031056404, -0.36827829480171204, 0.21475939452648163, -0.6449825167655945, 0.10579148679971695, 0.30707553029060364, -0.3758375346660614, -0.6929183006286621, -0.2025638222694397, -0.08472178876399994, -0.2832009494304657, -0.9589753150939941, -0.23230603337287903, -0.34106186032295227, 0.40282803773880005, 0.9088255763053894, 0.22531764209270477, 0.12696747481822968, 0.2545895576477051, 0.26073503494262695, 0.2344563752412796, 0.2140733152627945, 0.7908936738967896, -0.16227753460407257, -0.04954898729920387, -0.006755433510988951, 0.6780169606208801, -0.30103185772895813, -0.19103370606899261]"
463,"[-0.9244263768196106, 0.21164701879024506, -0.242240771651268, 0.4939839541912079, -0.5903542637825012, 0.19731923937797546, 0.20558464527130127, 0.1229553297162056, -0.5379174947738647, -0.062008973211050034, -0.19492439925670624, -0.09168090671300888, -0.5414283871650696, -0.4567205011844635, -0.3107721209526062, 0.565932035446167, 0.3559698164463043, 0.020525092259049416, 0.3103579878807068, -0.21321144700050354, 0.043825436383485794, -0.6223937273025513, 0.09914292395114899, 0.5568720698356628, -0.05438000708818436, 0.1456785947084427, 0.42343220114707947, 0.5083559155464172, -0.14780186116695404, 0.01895161159336567]"
473,"[-0.8935081362724304, 0.0734444111585617, -0.351982980966568, 0.35980045795440674, -0.5310080647468567, 0.048166196793317795, 0.3897843062877655, -0.16392649710178375, 0.057875681668519974, -0.1108851432800293, -0.26999613642692566, -0.28252097964286804, -0.35895243287086487, -0.534035325050354, -0.34347712993621826, 0.5497483611106873, -0.10230809450149536, -0.10141313821077347, 0.32078006863594055, -0.17361220717430115, 0.2348446398973465, -0.13459764420986176, 0.10103940963745117, -0.09147460013628006, 0.10356105864048004, 0.11104561388492584, -0.018963463604450226, 0.7500014305114746, -0.02393939718604088, -0.5170108079910278]"
483,"[-1.110878825187683, 0.04925454780459404, -0.35097140073776245, 0.30526018142700195, -0.1936250627040863, 0.01166575402021408, 0.5396599769592285, 0.2081943154335022, -0.3396839499473572, -0.1969887912273407, -0.10866538435220718, -0.4214610159397125, -0.6765071153640747, -0.2113802134990692, -0.49886441230773926, 0.44850191473960876, 0.583182156085968, 0.1726887822151184, 0.2019752413034439, -0.20602208375930786, 0.09564933180809021, 0.10213138163089752, -0.12376342713832855, 0.08263187855482101, -0.24389445781707764, -0.11200544238090515, -0.007984374649822712, 0.6468896269798279, -0.2136547565460205, -0.27611416578292847]"
493,"[-1.0204930305480957, 0.28983891010284424, -0.3689945638179779, -0.009971086867153645, -0.45591065287590027, 0.476950079202652, 0.4224112629890442, -0.3085750639438629, -0.4823547303676605, 0.300665944814682, 0.02219141088426113, -0.16880369186401367, -0.26745179295539856, 0.14427749812602997, -0.3354690670967102, 0.4847497045993805, 0.5657241344451904, 0.06825581192970276, -0.07485107332468033, -0.32725033164024353, -0.06486615538597107, -0.5251749157905579, 0.7703156471252441, 0.5975874662399292, 0.12920178472995758, 0.038577448576688766, 0.2118859440088272, 0.30660536885261536, -0.011859029531478882, -0.20148511230945587]"
503,"[-1.0545154809951782, 0.13283845782279968, -0.5151897668838501, 0.4170650541782379, -0.4006180465221405, 0.08510863035917282, 0.7052873373031616, -0.12258818000555038, -0.4147133231163025, -0.04265773668885231, 0.12012485414743423, -0.08053673803806305, -0.2279215008020401, 0.24885141849517822, -0.23347026109695435, 0.5391542315483093, 0.5040891766548157, -0.18937362730503082, 0.20629920065402985, -0.14953820407390594, 0.20553557574748993, -0.07578801363706589, 0.08404828608036041, 0.38159698247909546, -0.07013378292322159, 0.13409285247325897, -0.07484996318817139, 0.2835332751274109, 0.08849583566188812, -0.7033278942108154]"
513,"[-0.8591275811195374, 0.30085572600364685, -0.23898133635520935, 0.48765602707862854, -0.5504687428474426, 0.144025981426239, 0.465965211391449, -0.03182532638311386, -0.38643473386764526, -0.028398124501109123, -0.1690470427274704, -0.22987163066864014, -0.14376261830329895, 0.09309905767440796, -0.13499082624912262, 0.6601116061210632, 0.41619545221328735, -0.005693013314157724, 0.3486092686653137, -0.3605508506298065, 0.3379178047180176, -0.048693664371967316, 0.5319101810455322, 0.2835105061531067, 0.3943053185939789, 0.09802591055631638, -0.09311504662036896, 0.8488888740539551, 0.1154315248131752, -0.2706150710582733]"
523,"[-0.9079968929290771, 0.25434911251068115, -0.2883901000022888, 0.8987643122673035, -0.6098933219909668, 0.2563033998012543, 0.4826076328754425, -0.16662847995758057, 0.06789802759885788, -0.12800417840480804, 0.03432019427418709, -0.3130786120891571, -0.41158902645111084, -0.6359314322471619, -0.1934240609407425, 0.7159874439239502, 0.28109538555145264, 0.010464286431670189, 0.15758265554904938, -0.44203367829322815, 0.4563286304473877, -0.4982592761516571, 0.1334143877029419, 0.4074740707874298, -0.11423348635435104, 0.26859983801841736, 0.31652864813804626, 0.5672883987426758, -0.37411245703697205, 0.2296910434961319]"
533,"[-0.910671055316925, 0.009143938310444355, -0.5913636684417725, -0.004639268387109041, -0.687987208366394, 0.2225586324930191, 0.5396875143051147, -0.02929212525486946, -0.3588341176509857, -0.21864932775497437, 0.13751009106636047, -0.28388839960098267, -0.6229621767997742, -0.565864622592926, -0.2782086431980133, 0.25439444184303284, 0.27582088112831116, -0.013559072278439999, -0.12616662681102753, -0.32500508427619934, 0.5087449550628662, -0.27328798174858093, 0.2160712033510208, 0.5220482349395752, -0.24674932658672333, 0.09681621938943863, 0.06711269915103912, 0.5486273765563965, 0.06702610850334167, -0.3976379334926605]"
543,"[-0.9379435181617737, 0.10869531333446503, -0.15914437174797058, 0.5813757181167603, -1.0924066305160522, 0.48711085319519043, 0.31416696310043335, 0.03867468610405922, -0.14448745548725128, -0.008873569779098034, 0.254416823387146, -0.13256916403770447, -1.0211639404296875, -0.5369738340377808, -0.19768860936164856, 0.2628191411495209, 0.7331496477127075, 0.33676862716674805, 0.5310061573982239, -0.13359268009662628, 0.09324552118778229, -0.5878100991249084, 0.6569486260414124, 0.8092778921127319, -0.4430617392063141, -0.13896355032920837, 0.49577921628952026, 0.4038485586643219, -0.3986223340034485, -0.2794986069202423]"
553,"[-1.0692137479782104, 0.2708473205566406, -0.3257283568382263, 0.4973292052745819, -0.8985551595687866, 0.05543844774365425, 0.26296043395996094, -0.15434879064559937, -0.4387752413749695, -0.1600063145160675, 0.02963622845709324, -0.7075759768486023, -0.3977303206920624, -0.4899655878543854, -0.45798033475875854, 0.5383887887001038, -0.042873840779066086, 0.10629161447286606, 0.21816463768482208, -0.09232613444328308, 0.19608543813228607, -0.29770758748054504, 0.17118288576602936, 0.27128854393959045, -0.16214191913604736, 0.22867624461650848, 0.10144097357988358, 0.361583411693573, 0.10581748932600021, -0.43650874495506287]"
563,"[-0.5788289904594421, 0.21750539541244507, -0.2829413414001465, 0.1870388686656952, -0.6042711138725281, 0.439169704914093, 0.5859997868537903, 0.11788753420114517, 0.014170684851706028, -0.07171975076198578, -0.05622477829456329, -0.2297731339931488, -0.957502007484436, -0.2412237972021103, -0.4077569246292114, 0.5236625671386719, 0.12608058750629425, -0.11326580494642258, 0.24870386719703674, -0.4960549473762512, 0.25643712282180786, -0.22327542304992676, 0.08974479138851166, 0.1566801220178604, 0.30063676834106445, 0.008609783835709095, 0.602055013179779, 0.4534311890602112, 0.21645087003707886, 0.2519630789756775]"
573,"[-0.9729917049407959, -0.20864751935005188, -0.6956899166107178, -0.0037749416660517454, -0.513124406337738, -0.0008546013850718737, 0.41246718168258667, -0.1580633670091629, -0.19153279066085815, -0.044391002506017685, 0.20000892877578735, 0.11631786823272705, -0.8270720839500427, -0.5883790254592896, -0.30687302350997925, 0.4506779909133911, 0.4117817282676697, -0.0010301396250724792, 0.3097109794616699, -0.0615350715816021, 0.34437131881713867, -0.16723670065402985, 0.09532584249973297, 1.101227879524231, -0.2324252724647522, -0.26857462525367737, 0.38634592294692993, 0.566261351108551, 0.3425649106502533, -0.5268044471740723]"
583,"[-0.579170286655426, 0.08515945076942444, -0.3369927704334259, -0.026165826246142387, -0.7390554547309875, 0.34894755482673645, 0.30781635642051697, -0.25580957531929016, 0.12805354595184326, 0.07812955230474472, 0.12703877687454224, 0.10191895812749863, -0.5385242104530334, -0.08822246640920639, -0.4316365718841553, 0.5804592967033386, 0.8112506866455078, 0.26659461855888367, -0.11656194180250168, -0.5221370458602905, 0.2809803783893585, -0.6098640561103821, 0.24888485670089722, 0.4035479426383972, 0.19934417307376862, 0.24720382690429688, 0.5268897414207458, 0.6569997072219849, -0.37766507267951965, -0.08334868401288986]"
593,"[-0.5821512341499329, 0.5415439009666443, -0.5131447911262512, 0.38608986139297485, -0.22175131738185883, 0.13312941789627075, 0.6905745267868042, 0.45148760080337524, -0.217679962515831, -0.027425134554505348, -0.3483944833278656, -0.5796902179718018, -0.24328137934207916, -0.300430029630661, -0.1860172003507614, 0.9081727862358093, -0.06765756011009216, -0.20686960220336914, 0.4712772071361542, -0.14654555916786194, 0.4311416447162628, -0.1080218106508255, 0.448575496673584, 0.13808071613311768, -0.16194196045398712, 0.0607902817428112, -0.14948338270187378, 0.3343634605407715, 0.281642884016037, -0.3404434323310852]"
603,"[-0.9040558338165283, 0.40283164381980896, -0.12300220131874084, -0.14064832031726837, -0.4413618743419647, 0.35686078667640686, 0.2416648119688034, 0.14162850379943848, -0.1409682035446167, -0.11467253416776657, 0.06517481803894043, -0.31580662727355957, -0.31164827942848206, 0.20279274880886078, 0.47641921043395996, 1.1012266874313354, 0.39765751361846924, 0.08777507394552231, 0.157428577542305, -0.6148253083229065, 0.019212227314710617, -0.43251797556877136, 0.0735844150185585, 0.5849606394767761, 0.09506882727146149, 0.021284833550453186, 0.0748041421175003, 0.7280957102775574, 0.4580048620700836, 0.13870520889759064]"
4,"[-0.5135433673858643, 0.09165865182876587, -0.18753837049007416, 0.3338274657726288, -0.10473643243312836, -0.4015694260597229, 0.46269699931144714, 0.5746325254440308, -0.6376015543937683, -0.335000604391098, -0.4019451141357422, 0.08047328144311905, -0.7040365934371948, 0.765632152557373, -0.045311350375413895, 0.32437142729759216, 0.010917967185378075, 0.025753628462553024, 0.6521909832954407, -0.3954192101955414, 0.7343098521232605, -0.22719912230968475, 0.4586404860019684, 0.4919918179512024, 0.3223365247249603, 0.1283911168575287, 0.7205511331558228, 0.8242930173873901, 0.25060468912124634, -0.04168795421719551]"
